,models,filepaths,labelpaths,acc,nll,brier,qunc,hyperparameters,seed,npz_flag,train_set,test_set,model_family
105,shufflenetv2_1_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1_5/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9128,0.32889558527030993,0.13568008740302717,0.057943005,[None],3,cifar10,cifar10,cifar10,Neural Network
106,shufflenetv2_1_5,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_1_5/run_4.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9156,0.3247737497190429,0.13203491289750857,0.05493579,[None],4,cifar10,cifar10,cifar10,Neural Network
107,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9153,0.3393696440179933,0.13690040453609625,0.053647988,[None],0,cifar10,cifar10,cifar10,Neural Network
108,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_1.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9152,0.35684704154528646,0.13703340051558652,0.049244575,[None],1,cifar10,cifar10,cifar10,Neural Network
109,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_2.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9103,0.3403540268391319,0.14098653303370826,0.052856386,[None],2,cifar10,cifar10,cifar10,Neural Network
110,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_3.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9137,0.3386515959658147,0.13640075554851022,0.053323656,[None],3,cifar10,cifar10,cifar10,Neural Network
111,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_4.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9199,0.3240837227621543,0.1282526005034851,0.05138643,[None],4,cifar10,cifar10,cifar10,Neural Network
112,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_5.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9138,0.32904277321104103,0.13393977460362885,0.056509078,[None],5,cifar10,cifar10,cifar10,Neural Network
113,shufflenetv2_2,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/shufflenetv2_2/run_6.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9157,0.33260882596340696,0.13467352834033844,0.052650403,[None],6,cifar10,cifar10,cifar10,Neural Network
114,vgg11,/data/Projects/linear_ensembles/interp_ensembles/data/logits_miller/vgg11/run_0.npz,/data/Projects/linear_ensembles/interp_ensembles/data/cifar10_targets.npy,0.9258,0.29024077336200227,0.11981532519755558,0.04567519,[None],0,cifar10,cifar10,cifar10,Neural Network
